gene_ID score
FBtr0074331 1.58057349058724e-17
FBtr0332492 0.158376248817651
FBtr0077522 0.126882959614472
FBtr0079667 8.0814820775102e-18
FBtr0086568 0.095257189640658
FBtr0086037 0.0258508418823623
FBtr0072871 0.00939887198029523
FBtr0081711 0.00643042414122977
FBtr0082568 0.0470599310893928
FBtr0074649 8.35831265121428e-17
FBtr0071072 0.0685967728327361
FBtr0080586 0.0265471852450328
FBtr0079072 0.157432482547447
FBtr0075957 4.92736323049065e-14
FBtr0078369 1.50588657602592e-16
FBtr0073157 3.8641036460263e-15
FBtr0085189 2.30214257337732e-17
FBtr0081915 3.26042063552505e-17
FBtr0070485 0.160790913034987
FBtr0071151 0.180704333059778
FBtr0332963 0.0283862398509816
FBtr0072667 2.84763288563278e-16
FBtr0084020 0.0156091472562726
FBtr0290222 0.0027653766868749
FBtr0085558 0.0234587356982801
FBtr0074819 0.0594994567744975
FBtr0078433 0.0522183061936514
FBtr0072923 0.195875640942751
FBtr0082391 1.22601507047087e-19
FBtr0091921 0.00972450281726176
FBtr0089065 0.108639497741243
FBtr0073933 6.15926011211747e-15
FBtr0070478 0.186836848931014
FBtr0081206 0.142168972812091
FBtr0079655 0.0849300481335503
FBtr0087383 0.343289965357175
FBtr0306944 0.0368329787508129
FBtr0088572 1.13538505337788e-19
FBtr0075315 0.115376529808991
FBtr0307203 0.436237069443102
FBtr0083885 0.0646694166317716
FBtr0084174 0.175136533886264
FBtr0081788 0.0414917926699577
FBtr0302834 0.117522123843338
FBtr0100651 0.0505566583770542
FBtr0309762 0.156301007206439
FBtr0088278 0.0138381382650488
FBtr0087637 1.08473623794519e-16
FBtr0332657 4.08851819186302e-16
FBtr0112761 0.109868377865996
FBtr0305048 1.92060263450099e-18
FBtr0085831 0.00845245306594352
FBtr0073508 0.0767362594969314
FBtr0073903 1.94814440248966e-18
FBtr0079674 0.153807365450345
FBtr0087523 0.295446626086383
FBtr0088857 0.0912462067181456
FBtr0078552 0.0392856065451116
FBtr0307388 9.31896677252464e-17
FBtr0083826 8.8169608158157e-13
FBtr0084648 0.0391740548530424
FBtr0073497 0.052067954211237
FBtr0070555 2.06225963893409e-20
FBtr0307489 0.219612817892455
FBtr0079948 0.122970387511475
FBtr0080700 0.132576272403528
FBtr0071762 0.342032247497852
FBtr0075878 0.118292174525011
FBtr0078342 0.0510258730894042
FBtr0306948 0.0731007476124239
FBtr0290046 0.0104578035682973
FBtr0073758 6.75395382448304e-18
FBtr0074344 1.15179738442462e-17
FBtr0070809 7.40973170375534e-17
FBtr0307060 6.88451178751201e-18
FBtr0075959 9.64728100213528e-19
FBtr0083712 0.1169791645885
FBtr0082423 0.188594921770969
FBtr0307060 7.6558573384121e-17
FBtr0113083 0.0614141697735614
FBtr0086237 0.0784693556628767
FBtr0336469 7.90198478183899e-15
FBtr0321263 0.0185859467075835
FBtr0084302 0.0824316090564708
FBtr0081757 0.0884453476113598
FBtr0086577 5.73144861016354e-16
FBtr0071903 5.80305234418894e-15
FBtr0089036 5.44261092191625e-17
FBtr0303918 0.0466301441447756
FBtr0305613 2.38530928366504e-16
FBtr0078722 1.71157945065115e-18
FBtr0303476 0.0680396660278344
FBtr0085815 0.115229727545305
FBtr0113205 0.657085136638369
FBtr0081969 0.0541372533615775
FBtr0307490 2.5273751801777e-14
FBtr0079935 2.44339389882585e-15
FBtr0079100 2.58445241428145e-17
FBtr0087436 9.30152003686983e-17
FBtr0072084 5.22198504491969e-18
FBtr0083090 0.291245652413622
FBtr0084112 0.110184256617958
FBtr0290141 0.019329627776017
FBtr0084958 0.0397650139715972
FBtr0300691 0.0471910295275388
FBtr0100218 0.0757480014720486
FBtr0112804 0.0109746810531814
FBtr0086827 0.0358027001185531
FBtr0086515 0.366878754288937
FBtr0309371 0.214153181396086
FBtr0091804 2.3494967187167e-23
FBtr0073308 0.0531810423938556
FBtr0084350 0.0445117976962149
FBtr0085111 0.0482103066514677
FBtr0303028 0.0552606435606285
FBtr0333672 0.241533216839114
FBtr0074601 0.0366331804737986
FBtr0080590 1.52111555369793e-14
FBtr0078059 0.0183169159489586
FBtr0302212 2.40595381262561e-15
FBtr0331927 0.250989892987423
FBtr0305048 1.08343490529303e-18
FBtr0074713 0.148726708480809
FBtr0111252 0.0717135378336591
FBtr0071768 0.355488490606506
FBtr0301127 9.73354730178263e-17
FBtr0305207 3.16939359169358e-15
FBtr0076513 3.38409058485344e-13
FBtr0082921 0.0514683112371012
FBtr0078679 2.56719453326294e-15
FBtr0081827 0.0128212794991154
FBtr0070310 0.750810966392794
FBtr0070075 4.50260072038834e-18
FBtr0333184 9.200381131412e-15
FBtr0110782 2.72502081416519e-15
FBtr0332452 0.149935100432228
FBtr0079066 0.0429421109919202
FBtr0086603 4.81600702267579e-18
FBtr0100521 0.204525955900851
FBtr0087974 0.155846335433608
FBtr0075469 0.323284270161269
FBtr0333371 0.0235008765154717
FBtr0334149 0.175090880441474
FBtr0082586 0.0963865909971242
FBtr0070512 1.10650725036444e-15
FBtr0079931 2.53466958115725e-15
FBtr0112511 1.4185888264311e-16
FBtr0111252 8.69417714165355e-17
FBtr0072147 0.230463063629689
FBtr0072165 0.0843277440312906
FBtr0086124 0.104564892699467
FBtr0072735 0.24263829693959
FBtr0299891 0.0829250910417145
FBtr0073033 0.176401377985447
FBtr0080984 1.17987496564181e-15
FBtr0077654 0.0522889464398502
FBtr0071755 6.54751489817443e-17
FBtr0071822 0.0205850417483626
FBtr0072626 0.00442849321687995
FBtr0331421 1.11864126859995e-15
FBtr0083334 1.03837641707838e-14
FBtr0084878 0.0615193228542451
FBtr0085652 0.409896192641991
FBtr0301283 0.0493964999194621
FBtr0074711 0.0943546683934016
FBtr0080019 6.68156573732349e-16
FBtr0080804 6.03066136994828e-16
FBtr0334174 0.000586807952613707
FBtr0086971 0.0443403033783356
FBtr0071589 0.040788418996154
FBtr0074998 0.00542648036021498
FBtr0076522 1.28325132154976e-14
FBtr0082576 0.275131276313952
FBtr0073511 0.0291033576419566
FBtr0302376 0.420825282425352
FBtr0303447 0.0238421139524655
FBtr0073052 2.49879501204029e-18
FBtr0332059 0.185165854777413
FBtr0084501 6.02141822698054e-18
FBtr0300647 0.267596813654436
FBtr0074007 9.49396070915543e-18
FBtr0070313 0.0512240605297062
FBtr0079948 0.321235477058555
FBtr0080444 0.153687082477114
FBtr0300003 5.54666420378991e-18
FBtr0077467 0.03114177947523
FBtr0088375 0.0377854091538071
FBtr0088030 3.46369046427584e-16
FBtr0073223 0.131897980671791
FBtr0300238 3.4583656745727e-16
FBtr0330269 0.27607144512582
FBtr0083866 0.0276588716371769
FBtr0087336 0.215700778296427
FBtr0301636 1.67281641008182e-15
FBtr0075771 0.0916295735249658
FBtr0331804 0.0258540617930033
FBtr0114600 0.194703194694305
FBtr0089771 0.197446113108526
FBtr0307526 0.0335357009687833
FBtr0080196 0.0881296424753725
FBtr0086991 0.0318900889643337
FBtr0334945 0.010656303823425
FBtr0332934 1.42069454699815e-17
FBtr0073572 4.32508347819698e-18
FBtr0074052 0.133128876532986
FBtr0077618 1.61332403037018e-16
FBtr0087742 1.30699723270394e-14
FBtr0303233 1.97765775189699e-17
FBtr0333882 0.0540592709875412
FBtr0083735 3.20673228848825e-16
FBtr0074114 1.81868911797398e-15
FBtr0074549 1.02520307393799e-16
FBtr0070738 3.27123985862562e-18
FBtr0070174 0.0849718768064127
FBtr0110879 0.121604269073347
FBtr0081563 0.0582295908029864
FBtr0306257 0.0301387948323491
FBtr0308326 2.52088344965834e-20
FBtr0304068 1.63203815464701e-18
FBtr0305063 0.0279487344672922
FBtr0077832 0.0596154236053858
FBtr0079261 1.51189029724495e-16
FBtr0086919 0.175902240268971
FBtr0077098 9.58134811452168e-16
FBtr0089771 0.172308772827811
FBtr0084715 0.0703558416731095
FBtr0082287 0.0428991537900382
FBtr0086340 0.0614101745702167
FBtr0072133 0.0174013510643081
FBtr0074888 0.0867435140934408
FBtr0303165 0.00936956066159318
FBtr0084824 0.0993810513520335
FBtr0332191 1.78009798749643e-16
FBtr0078103 0.0054900322980694
FBtr0088925 0.0463483385625063
FBtr0076106 0.223612059599809
FBtr0299747 0.079942227445135
FBtr0304667 2.65027668350507e-14
FBtr0073808 5.66160563290012e-17
FBtr0071218 8.70891806180741e-14
FBtr0112746 0.0866634435667788
FBtr0110971 0.0267704083860796
FBtr0086172 0.0359000263522729
FBtr0301889 0.00509679989620603
FBtr0075218 0.334199613172611
FBtr0073135 0.0177739291363805
FBtr0073348 4.43308086732269e-14
FBtr0083087 0.0291332363625719
FBtr0078925 3.48992638810108e-18
FBtr0300901 0.0656150246022436
FBtr0073513 1.62653851014008e-18
FBtr0070257 1.08315545082919e-14
FBtr0077921 1.11854271709353e-19
FBtr0081415 0.264462024886818
FBtr0072175 0.284215003062969
FBtr0076285 0.282392356382424
FBtr0074989 0.0389673020398874
FBtr0332144 0.0633552276182178
FBtr0076603 4.58372346530988e-17
FBtr0083391 0.0639320080668734
FBtr0084683 2.09295305565728e-17
FBtr0078611 0.0119450376778752
FBtr0073505 0.0171285661951772
FBtr0073726 0.189745671036002
FBtr0305333 9.11567445268887e-18
FBtr0073287 0.138263177003414
FBtr0076838 0.0607263453049999
FBtr0089493 0.0165027312575591
FBtr0084308 0.191165478358853
FBtr0078926 0.00864942955359802
FBtr0073730 5.0578559322128e-16
FBtr0073755 3.49735208817211e-18
FBtr0074209 1.84811146859433e-14
FBtr0074465 0.020720097213673
FBtr0080806 0.0501087700777908
FBtr0072257 0.11836414547024
FBtr0087623 7.92112896753481e-17
FBtr0078349 0.0849981929904935
FBtr0072619 0.0417174794511741
FBtr0084718 0.0277358003412823
FBtr0085839 0.0175061754811758
FBtr0079242 1.08365217985934e-15
FBtr0086979 0.0343764537847061
FBtr0072307 0.0864342153973566
FBtr0075642 0.0641471009873492
FBtr0075314 1.38769977588547e-15
FBtr0084813 1.55721120040885e-15
FBtr0081757 0.0884089900659717
FBtr0332385 7.01469162921224e-18
FBtr0070799 1.99286757220842e-17
FBtr0087498 0.0886106433523796
FBtr0086165 0.118064579473573
FBtr0332819 0.190461577446258
FBtr0084171 3.74384924627206e-15
FBtr0082886 0.102653220460106
FBtr0074511 0.443630707810933
FBtr0306522 0.0188955894018411
FBtr0077520 0.17296358320583
FBtr0079755 0.0502315192497511
FBtr0089593 0.0687719244894352
FBtr0110970 0.314698890607857
FBtr0088691 2.22117398853546e-13
FBtr0084009 0.0403290594544443
FBtr0084990 3.33252805605673e-15
FBtr0082231 0.0237074691401367
FBtr0087493 0.085209209857017
FBtr0087207 2.85022411765913e-16
FBtr0078523 0.0513941732133698
FBtr0333770 5.76318203991159e-16
FBtr0302927 0.0204660462159603
FBtr0087220 0.0804891290386091
FBtr0299650 0.0269336204929249
FBtr0072881 4.91731053139068e-18
FBtr0076393 2.55734025899285e-18
FBtr0078711 0.0106928168594574
FBtr0082479 9.92333360601621e-15
FBtr0082632 0.0524058835420221
FBtr0070475 0.046836487192699
FBtr0071089 1.58140062260446e-18
FBtr0080738 0.0697583951448592
FBtr0321311 0.189603616456205
FBtr0332852 9.77105205250737e-17
FBtr0076103 0.1283736549113
FBtr0075312 0.130532460933572
FBtr0301141 0.0536766096132809
FBtr0084598 0.00494541646431505
FBtr0085029 1.58960796462122e-18
FBtr0073444 0.0178262785393945
FBtr0300432 2.70441626287727e-18
FBtr0308134 2.20955515909392e-17
FBtr0086285 0.196249988558828
FBtr0076260 0.391535558076065
FBtr0076568 0.0239048272594212
FBtr0305663 0.112387482521947
FBtr0073961 0.0315724635959275
FBtr0070613 3.91223367059368e-17
FBtr0070781 0.0205895268105515
FBtr0087366 1.32122412454505e-15
FBtr0334804 0.179594589400406
FBtr0331933 1.36212356933853e-16
FBtr0076753 0.194762664799687
FBtr0083478 0.0789387251514708
FBtr0334945 0.0459153527395829
FBtr0335457 0.0445119195855583
FBtr0089262 0.127604067550727
FBtr0304742 3.31811380587925e-10
FBtr0079300 1.88612686990376e-13
FBtr0071902 0.126599357070593
FBtr0071904 0.122912535225055
FBtr0076510 2.64527044567925e-17
FBtr0076453 8.04321107337004e-17
FBtr0084546 9.02131581927861e-14
FBtr0082651 0.091105035851847
FBtr0070952 0.0624788238377577
FBtr0071381 1.30690839406317e-20
FBtr0079299 4.67313090647845e-15
FBtr0299972 0.212502493427592
FBtr0300017 1.79332166755584e-17
FBtr0073231 1.57621453761028e-23
FBtr0076805 0.171318095460011
FBtr0076395 3.12934183650512e-17
FBtr0083566 0.0379817466333303
FBtr0299522 0.11874070562588
FBtr0077498 2.11546954714926e-17
FBtr0088580 0.0575086805872658
FBtr0299923 0.0193392869269057
FBtr0072774 7.5011647427704e-17
FBtr0084340 0.186525101436219
FBtr0300218 3.04638821452494e-17
FBtr0070675 7.86875448903122e-17
FBtr0071320 0.119981039455099
FBtr0332075 3.38219247029004e-15
FBtr0072674 4.57358187317223e-18
FBtr0091475 0.259619719535019
FBtr0078722 0.0226329798201099
FBtr0083968 0.0126653043481868
FBtr0081907 0.0299244883773303
FBtr0078861 0.0215575973622496
FBtr0300004 0.180877586340212
FBtr0087521 0.115307258898135
FBtr0088522 0.0394240561791776
FBtr0072758 0.189694203101428
FBtr0304146 0.182170599766778
FBtr0083086 2.74281560129361e-16
FBtr0084204 0.245714083007231
FBtr0084604 3.62681121310596e-15
FBtr0073756 1.66271358117211e-14
FBtr0330105 0.0180372201363831
FBtr0077715 0.113197386573175
FBtr0079291 0.156764177010414
FBtr0089935 1.66198631878996e-18
FBtr0087739 4.78463706236399e-18
FBtr0078297 0.139686599505272
FBtr0078775 0.102521633351292
FBtr0083392 0.00876340150495706
FBtr0085460 0.0231703632331684
FBtr0074104 0.125647083885747
FBtr0302834 0.115634731578914
FBtr0089676 0.0515265526412362
FBtr0091487 0.0270453955813393
FBtr0074268 0.216185615527415
FBtr0080738 0.0697942143880413
FBtr0110839 3.30179305106279e-16
FBtr0079260 0.127497174722618
FBtr0087144 0.114762951941288
FBtr0087145 0.0531686509601406
FBtr0088930 8.09186450975891e-17
FBtr0088580 0.0187699271565089
FBtr0307975 0.0537224241968104
FBtr0076700 2.91041549312006e-16
FBtr0070115 0.0501458720517285
FBtr0081291 0.0239667831179268
FBtr0335128 5.28768283783728e-19
FBtr0079576 0.200430473221362
FBtr0331989 5.27337700276639e-17
FBtr0088122 3.9182847103427e-17
FBtr0075767 1.16985621270645e-14
FBtr0075631 2.1635704596108e-14
FBtr0072774 1.89968563122321e-18
FBtr0084435 0.258328819839933
FBtr0071389 4.89421807780415e-18
FBtr0303255 0.0909955633292922
FBtr0077693 0.0276914993445468
FBtr0087453 1.12984320800807e-18
FBtr0086519 0.134668842248727
FBtr0071604 4.82065909809941e-15
FBtr0308344 0.0181297141228669
FBtr0078716 0.0166756627551109
FBtr0084560 0.188577499090566
FBtr0081828 1.22439774068767e-22
FBtr0080033 1.66364569420628e-15
FBtr0080546 1.47665939695585e-14
FBtr0330009 2.98473901861576e-12
FBtr0087729 0.175499156055181
FBtr0074880 4.9898938806315e-15
FBtr0332873 7.68962937931477e-12
FBtr0076991 0.173246720447343
FBtr0084453 0.24041723973728
FBtr0084492 0.122582006265864
FBtr0084962 0.179198791735721
FBtr0100012 3.63923917828208e-18
FBtr0085037 3.73709411427915e-17
FBtr0085330 0.0640737201766744
FBtr0081794 0.0390605968081803
FBtr0082039 0.0243903624567631
FBtr0331328 0.0532081049728518
FBtr0088112 1.94419058013258e-16
FBtr0078184 0.00592843944471694
FBtr0082135 0.0932371213917368
FBtr0082140 0.024939923809722
FBtr0073779 0.325779054090546
FBtr0080469 0.223049078304173
FBtr0072132 0.484306256501171
FBtr0088650 0.0910162320757079
FBtr0072841 8.44917235380569e-17
FBtr0074895 0.106422579203437
FBtr0078498 0.00782169169805032
FBtr0083092 0.0976813757910264
FBtr0083250 0.020763985592838
FBtr0078968 0.00371601692722622
FBtr0080369 0.031884349396605
FBtr0113043 0.0713251177405372
FBtr0334174 0.000625159624541288
FBtr0086285 0.0473899504857793
FBtr0088838 0.018335701458394
FBtr0088349 0.0197744386064094
FBtr0087676 0.0913493087293904
FBtr0074887 0.222149991788365
FBtr0076347 5.3884408275807e-14
FBtr0273216 1.75405351142633e-15
FBtr0085007 1.17318457995042e-16
FBtr0074047 0.0435921439969274
FBtr0077193 0.217538736678267
FBtr0071313 3.78261056057464e-18
FBtr0077643 1.59772445767733e-15
FBtr0086912 0.190855079133167
FBtr0076168 3.47454272635291e-14
FBtr0083791 1.85339613072608e-15
FBtr0310274 0.112116169672626
FBtr0085793 0.00274753978621653
FBtr0078066 0.117649782883403
FBtr0302764 1.28265722058491e-16
FBtr0076003 0.328971473229354
FBtr0085651 0.461430006732454
FBtr0300375 1.81035899167597e-20
FBtr0074330 0.0564361692321124
FBtr0070800 5.79760008115704e-17
FBtr0334810 0.0180576676574011
FBtr0072628 0.265300404545767
FBtr0075810 9.9995968948198e-16
FBtr0332724 3.0384328871551e-14
FBtr0114566 3.37183093466594e-17
FBtr0082992 0.00988381990614511
FBtr0330024 2.60792163534505e-15
FBtr0078917 0.0138846557994477
FBtr0085062 1.68978839024682e-18
FBtr0082289 0.169072025059821
FBtr0082563 7.20417286589659e-20
FBtr0077930 0.111773751285859
FBtr0080706 2.06950066870291e-15
FBtr0081092 0.182564684652479
FBtr0303271 0.00281944956816364
FBtr0078994 0.0490955762050766
FBtr0087370 0.0166134201460717
FBtr0087202 0.1630217866842
FBtr0074873 0.00812461012683133
FBtr0074720 1.79268578871972e-17
FBtr0077385 3.76389612367648e-15
FBtr0302206 0.0290085739546029
FBtr0302702 0.0695168353612193
FBtr0072259 0.0762400206864324
FBtr0076383 3.87755072547487e-15
FBtr0081959 0.027020276953472
FBtr0305604 0.0213261248008225
FBtr0074747 0.0828601494217888
FBtr0070383 0.160073576061744
FBtr0071152 3.43998985722569e-15
FBtr0086864 0.120280424483102
FBtr0088107 4.47169686576622e-16
FBtr0087853 0.141455626651323
FBtr0308229 0.0523740907292991
FBtr0300616 0.282045752491577
FBtr0085310 0.0404821262837442
FBtr0301257 0.0265611542900699
FBtr0305607 7.29445633207674e-17
FBtr0080394 0.0840452712055776
FBtr0079872 0.0247581638916546
FBtr0072070 3.824509736159e-17
FBtr0072266 0.0478694046041222
FBtr0088595 0.131576207957749
FBtr0100143 0.0230502523546455
FBtr0078255 0.0218498222640417
FBtr0332818 6.81029129681161e-15
FBtr0114543 0.00834216126840077
FBtr0073913 0.0570445039982027
FBtr0112919 0.0314875441593601
FBtr0077440 0.143517523576298
FBtr0086043 0.099907260140988
FBtr0077025 1.56100078386338e-16
FBtr0082750 0.236746270909808
FBtr0074454 2.40931077762625e-18
FBtr0305505 0.0843328482997909
FBtr0072592 0.0893856718087982
FBtr0083710 2.34746622783013e-17
FBtr0300440 0.0267455274838614
FBtr0300071 0.0194476170292453
FBtr0074086 3.10141196542416e-16
FBtr0074789 4.00329877106908e-11
FBtr0112828 1.18346128884556e-16
FBtr0306905 0.0344415933771035
FBtr0071661 2.13159263210569e-12
FBtr0071890 0.0140479962182522
FBtr0088264 0.0722991353869596
FBtr0087741 0.0312826762772681
FBtr0302272 0.0480462571406728
FBtr0078297 0.138222866259543
FBtr0331562 5.1700916420908e-15
FBtr0089389 0.0766675275372786
FBtr0085735 0.00199753440190978
FBtr0089694 0.115874380464795
FBtr0070398 0.054929120677439
FBtr0301269 0.272024014851389
FBtr0072397 3.30448659164663e-12
FBtr0088346 0.0936930558142368
FBtr0075956 0.221560290742307
FBtr0075379 0.253320603979576
FBtr0076905 6.90977163750083e-15
FBtr0072584 0.303214392455367
FBtr0302339 0.0038237885125612
FBtr0082735 0.0494476568406338
FBtr0070123 0.0188290293722691
FBtr0080831 1.82584245683387e-14
FBtr0078062 0.0438326067738821
FBtr0077389 1.03397437131547e-16
FBtr0072320 0.0211128652202598
FBtr0273362 0.269533881201788
FBtr0076030 0.278022935153123
FBtr0301529 0.190404257222991
FBtr0078498 0.00176065441958652
FBtr0078625 0.00894787259011831
FBtr0084990 2.91800569627065e-14
FBtr0070211 2.00005054942252e-15
FBtr0074134 1.91358078902901e-14
FBtr0081468 0.0260457021764442
FBtr0086462 0.191560608664691
FBtr0071569 0.168347465639039
FBtr0301726 2.58831016624168e-16
FBtr0084656 2.68361887415747e-15
FBtr0310411 0.0258357811676516
FBtr0082264 4.96195556447242e-18
FBtr0079257 0.197325274002791
FBtr0072066 6.82208023713974e-14
FBtr0333061 0.151819382507363
FBtr0087853 0.141421101746923
FBtr0310496 0.016963427025327
FBtr0075512 0.163674253061689
FBtr0332144 0.0322271645942773
FBtr0301759 3.18720931106216e-05
FBtr0307198 2.86071355073293e-22
FBtr0080859 0.0376343821130232
FBtr0079068 0.0495277413872771
FBtr0078011 1.709252348207e-16
FBtr0072076 6.98904956081567e-14
FBtr0072257 6.87233516447288e-16
FBtr0332722 1.48090325112708e-16
FBtr0072887 1.26077217969807e-16
FBtr0078789 0.0226517419022608
FBtr0085247 0.126896846706673
FBtr0082825 0.227303797069803
FBtr0074139 0.237295530665469
FBtr0070315 0.0134423902620083
FBtr0070074 0.639354193348603
FBtr0087452 2.93259362331274e-15
FBtr0086833 0.0964889232799738
FBtr0075313 3.92880148453234e-17
FBtr0302650 1.3937994416279e-22
FBtr0089460 0.464108867223228
FBtr0078775 0.10251612740315
FBtr0082428 0.018393647898489
FBtr0073767 1.03751934940402e-15
FBtr0308830 0.077481281542864
FBtr0300550 2.34987044316619e-13
FBtr0087383 0.344568637179648
FBtr0332947 0.0712175754678202
FBtr0086839 0.236376953727586
FBtr0088774 0.0512680492571574
FBtr0076161 1.06663419455931e-16
FBtr0074894 0.181502788199655
FBtr0084550 0.0862981596487874
FBtr0289960 0.0809038104946903
FBtr0079809 0.315194042608825
FBtr0078339 0.0800714834013534
FBtr0082967 1.79380587747451e-14
FBtr0112874 0.282872300649009
